City,Country,Latitude,Longitude,Population
kindberg,at,47.5,15.45,5790
kirchbichl,at,47.516667,12.083333,5115
kitzbuhel,at,47.45,12.383333,8818
klagenfurt,at,46.624722,14.305278,90610
klosterneuburg,at,48.3,16.316667,24843
knittelfeld,at,47.216667,14.816667,12704
koflach,at,47.066667,15.083333,10447
korneuburg,at,48.35,16.333333,11498
kottingbrunn,at,47.95,16.216667,7184
krems,at,48.416667,15.6,24092
kremsmunster,at,48.05,14.133333,6626
krieglach,at,47.533333,15.55,5236
kuchl,at,47.616667,13.15,6668
kufstein,at,47.583333,12.166667,16116
laakirchen,at,47.966667,13.816667,9569
laa,at,48.716667,16.383333,6084
landeck,at,47.133333,10.566667,7351
langenlois,at,48.466667,15.666667,7081
langenzersdorf,at,48.3,16.35,7733
lauterach,at,47.483056,9.733056,9212
leibnitz,at,46.781667,15.541667,7029
lenzing,at,47.966667,13.616667,5044
leoben,at,47.383333,15.1,24809
leonding,at,48.266667,14.25,22736
lienz,at,46.831111,12.759722,12270
liezen,at,47.566667,14.233333,6903
linz,at,48.3,14.3,181163
lochau,at,47.533333,9.75,5209
lustenau,at,47.433056,9.65,20218
marchtrenk,at,48.183333,14.116667,11666
maria enzersdorf,at,48.1,16.283333,8085
matrei,at,47,12.533333,5076
mattersburg,at,47.733333,16.4,6448
melk,at,48.216667,15.316667,5272
micheldorf,at,47.85,14.133333,5902
mistelbach,at,48.57,16.576667,10820
mittelberg,at,47.2,9.65,4627
mittersill,at,47.266667,12.483333,5680
modling,at,48.083333,16.283333,20710
moosburg,at,46.6575,14.174722,4602
murzzuschlag,at,47.6,15.683333,9410
nenzing,at,47.183056,9.7,5856
neudorfl,at,47.783333,16.283333,4183
neulengbach,at,48.2,15.9,7521
neunkirchen,at,47.716667,16.083333,11313
neusiedl am see,at,47.933333,16.833333,5949
nuziders,at,47.166667,9.8,4628
oberndorf,at,48.25,13.333333,5738
oberwart,at,47.283333,16.2,6879
pasching,at,48.25,14.2,6143
paternion,at,46.714167,13.636111,6301
perchtoldsdorf,at,48.116667,16.266667,14041
perg,at,48.25,14.633333,7644
pinkafeld,at,47.366667,16.116667,5257
pottendorf,at,47.9,16.383333,6105
poysdorf,at,48.666667,16.633333,5653
pressbaum,at,48.183333,16.083333,6083
purgstall,at,48.05,15.133333,5247
purkersdorf,at,48.2,16.166667,8327
radstadt,at,47.383333,13.45,4926
rankweil,at,47.283056,9.65,11455
reichenau,at,47.7,15.833333,2673
retz,at,48.75,15.95,4139
reutte,at,47.483333,10.716667,5851
ried,at,48.216667,13.5,11511
rottenmann,at,47.516667,14.35,5561
rum,at,47.283333,11.45,8498
rust,at,47.8,16.666667,1726
saalfelden,at,47.416667,12.85,16119
salzburg,at,47.8,13.033333,145310
sankt andra,at,46.766111,14.823611,10825
sankt florian,at,48.166667,13.133333,5760
sankt georgen,at,47.933333,13.483333,4180
sankt jakob,at,46.547778,14.057222,4481
sankt johann im pongau,at,47.35,13.2,10887
sankt polten,at,48.2,15.633333,49000
sankt valentin,at,48.166667,14.516667,9063
sankt veit,at,46.768056,14.360278,13116
scharding,at,48.45,13.433333,4919
scharnstein,at,47.9,13.95,4631
schladming,at,47.383333,13.683333,4659
schrems,at,48.783333,15.066667,5811
schruns,at,47.066667,9.916667,3506
schwaz,at,47.333333,11.7,12507
schwechat,at,48.133333,16.466667,15711
seeboden,at,46.821944,13.495,6221
seekirchen,at,47.9,13.133333,9865
seewalchen,at,47.95,13.583333,4959
sieghartskirchen,at,48.25,16,7062
sierning,at,48.033333,14.3,8722
spittal,at,46.8,13.5,16363
steyregg,at,48.283333,14.366667,4856
steyr,at,48.05,14.416667,39567
stockerau,at,48.383333,16.216667,14831
strasshof,at,48.316667,16.666667,7637
tamsweg,at,47.133333,13.8,6126
telfs,at,47.3,11.066667,14028
ternitz,at,47.716667,16.033333,15153
thalgau,at,47.833333,13.25,5501
timelkam,at,48,13.6,5855
traiskirchen,at,48.016667,16.283333,16212
traismauer,at,48.35,15.733333,5815
traun,at,48.216667,14.233333,23959
trofaiach,at,47.416667,15,8313
tulln,at,48.333333,16.05,14201
velden am worthersee,at,46.616111,14.045833,8817
vienna,at,48.2,16.366667,1569315
villach,at,46.610278,13.855833,58882
vocklabruck,at,48.016667,13.65,11887
vocklamarkt,at,48,13.483333,4869
voitsberg,at,47.033333,15.15,9980
volkermarkt,at,46.662222,14.634444,11543
vols,at,47.25,11.333333,6573
vomp,at,47.333333,11.683333,4628
vorchdorf,at,48,13.916667,7456
waidhofen,at,47.966667,14.766667,11774
wattens,at,47.283333,11.6,7517
weiz,at,47.216667,15.616667,9128
wels,at,48.166667,14.033333,57947
wernberg,at,46.616667,13.933333,5070
wiener neudorf,at,48.066667,16.316667,8530
wiener neustadt,at,47.8,16.25,38481
wilhelmsburg,at,48.1,15.6,6718
wolfsberg,at,46.840556,14.844167,25610
wolfurt,at,47.466667,9.75,8110
wolkersdorf,at,48.383333,16.516667,6416
worgl,at,47.483333,12.066667,11265
ybbs,at,48.166667,15.083333,5676
zell am see,at,47.316667,12.783333,10046
zeltweg,at,47.183333,14.75,7726
zirl,at,47.283333,11.233333,6567
zistersdorf,at,48.533333,16.75,5661
zwettl,at,48.616667,15.166667,11718
adelaide,au,-34.928661,138.598633,1074168
albany,au,-35.003101,117.865952,23913
albury,au,-36.07494,146.923935,104261
alice springs,au,-23.697479,133.883621,26188
alyangula,au,-13.85413,136.421295,1289
ararat,au,-37.285419,142.927277,6111
armidale,au,-30.50828,151.671234,22673
atherton,au,-17.268641,145.47522,6959
australind,au,-33.279202,115.715042,6621
ayr,au,-19.573931,147.406662,9079
bairnsdale,au,-37.822891,147.610413,11006
ballarat,au,-37.56266,143.862579,85110
ballina,au,-28.86414,153.565414,14248
batemans bay,au,-35.706581,150.175415,10557
benalla,au,-36.551128,145.984253,9020
bendigo,au,-36.758179,144.280243,81658
biloela,au,-24.416667,150.5,6309
blackwater,au,-23.583509,148.87912,7250
bongaree,au,-27.08367,153.159424,13649
bowen,au,-20.01367,148.247543,10983
bowral,au,-34.477501,150.420395,9605
brisbane,au,-27.47101,153.024292,1843459
broken hill,au,-31.961729,141.459976,17395
broome,au,-17.955379,122.23922,13218
buderim,au,-26.684429,153.057053,15228
bunbury,au,-33.32711,115.641373,26370
bundaberg,au,-24.866211,152.3479,52478
burnie,au,-41.05584,145.903748,19976
burpengary,au,-27.161131,152.959442,8280
busselton,au,-33.652489,115.345497,12374
byron bay,au,-28.64201,153.611938,6764
caboolture,au,-27.08465,152.951096,21478
cairns,au,-16.92304,145.766251,154318
caloundra,au,-26.797091,153.137711,38714
canberra,au,-35.27603,149.13435,324025
carnarvon,au,-24.88073,113.659401,7392
casino,au,-28.858191,153.047485,9539
castlemaine,au,-37.067089,144.216843,6604
cessnock,au,-32.832111,151.356232,16394
charters towers,au,-20.07671,146.263535,9574
clifton springs,au,-38.1567,144.555099,7413
coffs harbour,au,-30.296261,153.11351,62978
colac,au,-38.339001,143.584885,9089
collie,au,-33.362061,116.156174,6337
coolum beach,au,-26.533331,153.091232,8555
cooma,au,-36.234692,149.125977,6520
cootamundra,au,-34.640949,148.028381,4934
corowa,au,-35.999619,146.385803,5179
cowra,au,-33.835541,148.696625,6799
craigieburn,au,-37.6,144.95,19728
cranbourne,au,-38.113419,145.283264,39420
crib point,au,-38.35,145.2,6908
dalby,au,-27.18169,151.262054,9848
darwin,au,-12.45722,130.836639,93081
deception bay,au,-27.193541,153.026306,16090
deniliquin,au,-35.527409,144.959579,8024
devonport,au,-41.176949,146.351517,19318
dubbo,au,-32.24295,148.604843,29362
emerald,au,-23.522961,148.157837,9399
esperance,au,-33.86013,121.882591,7889
flinders,au,-32.79924,134.211594,15000
forbes,au,-33.384361,148.007599,4838
galiwinku,au,-12.02811,135.564865,1347
gatton,au,-27.558729,152.276184,6513
gawler,au,-34.602509,138.749023,16362
geelong,au,-38.153461,144.358093,150438
geraldton,au,-28.778971,114.614594,27259
gladstone,au,-23.84761,151.256348,30493
gold coast,au,-28.00029,153.430878,501175
goulburn,au,-34.751549,149.720856,20941
grafton,au,-29.690121,152.933365,16399
griffith,au,-34.288528,146.050934,15456
gunnedah,au,-30.98065,150.258377,7148
gympie,au,-26.189159,152.658188,11029
hamilton,au,-37.74334,142.028915,8869
hastings,au,-38.3,145.183333,6583
healesville,au,-37.65395,145.517181,7098
hervey bay,au,-25.285,152.873,47561
hobart,au,-42.883209,147.331665,204863
horsham,au,-36.711311,142.199814,12830
howard springs,au,-12.49576,131.044464,3359
ingham,au,-18.645519,146.162476,6127
innisfail,au,-17.522091,146.031021,10144
inverell,au,-29.774031,151.111664,8561
jabiru,au,-12.67558,132.831406,1892
karratha,au,-20.73649,116.84638,11694
katherine,au,-14.46517,132.263474,10142
kawana waters,au,-26.705999,153.131577,19881
kempsey,au,-31.078979,152.830933,9522
kiama,au,-34.668282,150.852188,10380
kingaroy,au,-26.53994,151.837296,8573
kununurra,au,-15.77813,128.744141,5679
kurri kurri,au,-32.819328,151.47908,10991
kwinana,au,-32.230129,115.781281,20087
kyabram,au,-36.313351,145.050354,6396
lakes entrance,au,-37.878941,147.995132,5849
lara,au,-38.02388,144.406174,8179
launceston,au,-41.438759,147.134674,72462
leeton,au,-34.551048,146.404831,7299
lemon tree passage,au,-32.731579,152.037186,5865
leopold,au,-38.19001,144.468246,6120
lismore,au,-28.81328,153.275803,31433
lithgow,au,-33.482471,150.136307,11129
mackay,au,-21.15345,149.165543,75924
mandurah,au,-32.526901,115.721703,73369
maningrida,au,-12.05111,134.22258,1391
mareeba,au,-16.995001,145.423233,8403
maryborough,au,-25.54073,152.704926,20680
maryborough,au,-37.04562,143.739227,7046
medowie,au,-32.741501,151.867599,5841
melbourne,au,-37.813938,144.963425,3730212
melton,au,-37.683392,144.585434,32369
mildura,au,-34.185509,142.162506,47867
milingimbi,au,-12.10188,134.919006,986
mittagong,au,-34.45002,150.445724,6717
moranbah,au,-21.99828,148.034836,7955
morayfield,au,-27.108761,152.949066,10261
moree,au,-29.46278,149.841568,8205
morwell,au,-38.23476,146.394989,11585
moss vale,au,-34.553741,150.371155,6739
mount barker,au,-35.066667,138.866667,8357
mount gambier,au,-37.831799,140.77919,23210
mount isa,au,-20.725229,139.497269,22564
mudgee,au,-32.433333,149.583333,9042
murray bridge,au,-35.119862,139.273453,11356
murwillumbah,au,-28.32732,153.393387,6868
muswellbrook,au,-32.261181,150.890091,11630
nambour,au,-26.626129,152.959412,14919
nambucca heads,au,-30.643181,153.008835,6899
narrabri,au,-30.32612,149.783707,7082
nelson bay,au,-32.720428,152.143982,7725
nerang,au,-27.98941,153.336334,17684
newcastle,au,-32.927792,151.784485,497961
new norfolk,au,-42.78075,147.059387,5526
nguiu,au,-11.75911,130.638153,1250
ngukurr,au,-14.73081,134.731018,947
nhulunbuy,au,-12.18652,136.782013,3202
northam,au,-31.649321,116.674232,5858
orange,au,-33.283089,149.100006,30402
pakenham,au,-38.070179,145.474106,10602
palmerston,au,-12.45722,130.836639,31075
parkes,au,-33.137199,148.175903,11137
perth,au,-31.95224,115.861397,1446715
port augusta,au,-32.495972,137.772812,12133
port hedland,au,-20.312149,118.610588,14289
port keats,au,-14.24029,129.52092,1351
portland,au,-38.352612,141.605743,8842
port lincoln,au,-34.72625,135.87442,11247
port macquarie,au,-31.43084,152.908936,48553
port pirie,au,-33.191761,138.017456,12328
queanbeyan,au,-35.354931,149.231995,32249
raymond terrace,au,-32.75,151.75,13606
rockhampton,au,-23.38032,150.505951,65851
roebourne,au,-20.772289,117.146477,19264
roma,au,-26.56741,148.787506,5497
sale,au,-38.11095,147.068024,12917
sawtell,au,-30.36459,153.10141,14608
singleton,au,-32.567421,151.166031,13813
somerville,au,-38.216667,145.166667,7015
stawell,au,-37.05632,142.780884,6991
sunbury,au,-37.577419,144.726074,29926
swan hill,au,-35.3386,143.559525,9276
sydney,au,-33.861481,151.205475,4394585
tamworth,au,-31.090481,150.929047,38552
taree,au,-31.91099,152.453873,44183
toowoomba,au,-27.56056,151.953857,92802
torquay,au,-25.283333,152.866667,6670
townsville,au,-19.26639,146.805695,138959
traralgon,au,-38.195278,146.541504,18226
tumut,au,-35.300159,148.225052,6526
ulladulla,au,-35.359058,150.472473,9250
ulverstone,au,-41.160259,146.182419,9605
victor harbor,au,-35.550419,138.621536,7760
victoria point,au,-27.58329,153.311722,11930
wagga wagga,au,-35.125771,147.353745,55382
wangaratta,au,-36.358459,146.320557,14023
warragul,au,-38.159119,145.931183,9128
warrnambool,au,-38.38176,142.487991,29928
warwick,au,-28.219009,152.034378,12347
wellington,au,-32.555882,148.945084,5428
whyalla,au,-33.032681,137.564835,19646
wodonga,au,-36.121792,146.888092,31518
wollongong,au,-34.424,150.893448,260918
wonthaggi,au,-38.605862,145.593552,5985
yeppoon,au,-23.126829,150.744064,10769
young,au,-34.313499,148.301071,7501
yulara,au,-25.245291,130.980545,3903
oranjestad,aw,12.5166667,-70.0333333,29998
agdam,az,39.99096,46.927356,39451
agdas,az,40.65,47.476111,23528
agstafa,az,41.118889,45.453889,12542
agsu,az,40.569167,48.396476,17209
alunitdag,az,40.521667,46.080556,857
aran,az,40.625278,46.975556,6724
artyom,az,40.472255,50.333041,13435
astara,az,38.455977,48.87498,15190
badamdar,az,40.339444,49.803889,11398
baku,az,40.395278,49.882222,1116513
basqal,az,40.7552,48.391044,1234
buzovna,az,40.517888,50.113901,24795
ceyranbatan,az,40.540833,49.659722,5684
corat,az,40.5725,49.706389,8624
culfa,az,38.9558,45.6308,10820
gilazi,az,40.903896,49.335522,3277
gilazi,az,40.870977,49.342333,3277
goranboy,az,40.610278,46.789722,7334
goycay,az,40.653056,47.740556,35348
gurgan,az,40.397462,50.336733,712
guzdak,az,40.374444,49.681944,2462
hadrut,az,39.520018,47.0318,2523
haftoni,az,38.763253,48.762231,2003
hasanabad,az,39.336672,49.214143,4308
horadiz,az,39.448771,47.335313,2714
hovsan,az,40.374444,50.085278,36293
imisli,az,39.871307,48.064094,31381
istisu,az,39.947532,45.962121,929
kesla,az,40.397778,49.898611,17913
kijaba,az,38.532778,48.816667,4567
kirovskiy,az,40.433333,49.85,34488
korgoz,az,40.303056,49.62,2036
lerik,az,38.772633,48.412788,7094
lokbatan,az,40.323718,49.728038,30694
masalli,az,39.027781,48.670276,9603
mastaga,az,40.532778,50.003889,40092
mincivan,az,39.029348,46.718471,6353
mugan,az,40.095182,48.821136,4410
naftalan,az,40.506667,46.825,7045
nardaran,az,40.556111,50.005556,7700
neftcala,az,39.37417,49.247224,18661
ordubad,az,38.905954,46.023411,9781
pirsagi,az,40.564032,49.8913,5102
pushkino,az,39.458333,48.545,18182
puta,az,40.296667,49.660278,1018
qabaqcol,az,41.72,46.264722,1293
qala,az,40.44182,50.168121,2709
qaracala,az,39.813178,48.952303,4211
qaracuxur,az,40.396667,49.973611,72989
qarayeri,az,40.78862,46.306589,5565
qax,az,41.4225,46.924167,11993
qazanbulaq,az,40.618611,46.645278,980
qazax,az,41.093333,45.366111,18904
qobu,az,40.404722,49.713056,7377
qobustan,az,40.08238,49.412048,13398
qovlar,az,40.942137,45.732171,12819
quba,az,41.362587,48.515186,22405
qusar,az,41.427284,48.42893,16022
quscu,az,40.555556,46.091944,408
ramana,az,40.442222,49.980556,8855
sabirabad,az,40.009458,48.475154,28076
sabuncu,az,40.4425,49.948056,20996
sahbuz,az,39.407222,45.573889,2674
salyan,az,39.593615,48.980552,36555
samur,az,41.632544,48.430248,1760
saray,az,40.532222,49.716389,10173
sollar,az,41.639727,48.664408,205
sonqar,az,40.322099,49.601085,730
suraabad,az,40.819244,49.468745,1945
susa,az,39.758934,46.749187,18663
tovuz,az,40.992222,45.628889,12626
turkan,az,40.363889,50.215,9699
turyancay,az,40.7088,47.54326,307
ucar,az,40.518333,47.654167,15741
vurgun,az,41.094229,45.471616,2635
xacmaz,az,41.463489,48.80605,37175
xanlar,az,40.586944,46.315833,17816
xocali,az,39.9,46.866667,5810
xocali,az,39.912973,46.790284,5810
xocasan,az,40.413484,49.772088,5089
xudat,az,41.630965,48.681,13625
yevlax,az,40.612732,47.142329,53715
zabrat,az,40.476104,49.941582,21396
zaqatala,az,41.633611,46.643333,18277
zig,az,40.343889,49.969167,6001
banja luka,ba,44.7758333,17.1855556,221100
banovici,ba,44.4041667,18.4475,7211
barice,ba,44.5405556,18.4811111,3697
batkovici,ba,44.8536111,19.1963889,4923
bihac,ba,44.8169444,15.8708333,75641
bijela,ba,43.6086111,17.9519444,3484
bijeljina,ba,44.7569444,19.2161111,37691
bila,ba,43.7825,16.9252778,4397
bileca,ba,42.8719444,18.4297222,13256
blagaj,ba,43.2575,17.8886111,4715
blatnica,ba,44.3530556,17.5894444,5675
bosanska dubica,ba,45.1766667,16.8094444,9959
bosanska gradiska,ba,45.1411111,17.25,13345
bosanska kostajnica,ba,45.2197222,16.5358333,4739
bosanska krupa,ba,44.8825,16.1513889,15193
bosanski brod,ba,45.1375,17.9897222,9249
bosanski novi,ba,45.0458333,16.3802778,8920
bosanski samac,ba,45.0591667,18.4669444,3599
bosansko grahovo,ba,44.1794444,16.3638889,5642
bratunac,ba,44.1875,19.3394444,4717
brcko,ba,44.8727778,18.8083333,38478
breza,ba,44.0161111,18.2588889,3732
bronzani majdan,ba,44.7869444,16.9311111,3945
bugojno,ba,44.0572222,17.4508333,41378
busovaca,ba,44.0975,17.8788889,4775
buzim,ba,45.0547222,16.0319444,7229
cajnice,ba,43.5575,19.0711111,3908
capljina,ba,43.1138889,17.7036111,7923
careva cuprija,ba,44.2658333,18.4291667,3954
cazin,ba,44.9669444,15.9430556,21741
cecava,ba,44.6866667,17.7705556,3847
celinac,ba,44.7227778,17.3277778,6670
cim,ba,43.3527778,17.7772222,3966
citluk,ba,43.2286111,17.7008333,5718
coralici,ba,44.9830556,15.9041667,5223
crnici,ba,43.1288889,17.8666667,5789
derventa,ba,44.9772222,17.9102778,9772
divicani,ba,44.3666667,17.3261111,7250
doboj,ba,44.7347222,18.0877778,27234
dobrinje,ba,44.0497222,18.1194444,3987
dobrljin,ba,45.1469444,16.5033333,3581
donja dubica,ba,45.075,18.4113889,3489
donja mahala,ba,45.0469444,18.6663889,5565
donja medjidja,ba,44.8025,18.4033333,3782
donja orahovica,ba,44.6530556,18.3702778,5612
donje dubrave,ba,44.4811111,18.6961111,3811
donje vukovije,ba,44.4636111,18.7538889,3535
donji vakuf,ba,44.1436111,17.4,7955
dreznica,ba,43.5288889,17.2819444,3908
drinovci,ba,43.355,17.3538889,3791
dubravica,ba,44.4419444,18.1180556,3868
foca,ba,43.505,18.7786111,14614
fojnica,ba,43.9625,17.8983333,8244
gacko,ba,43.1672222,18.5352778,3417
glamoc,ba,44.0458333,16.8486111,4015
gnojnica,ba,44.6205556,18.4466667,3985
gorazde,ba,43.6669444,18.9763889,17649
gornja koprivna,ba,45.0119444,15.9572222,4600
gornja tuzla,ba,44.5561111,18.7613889,4864
gornje dubrave,ba,44.4713889,18.7297222,4821
gornje zivinice,ba,44.4286111,18.6169444,4661
gornji vakuf,ba,43.9380556,17.5883333,7014
gostovici,ba,44.415,18.1583333,5802
gracanica,ba,44.7033333,18.3097222,15758
gradacac,ba,44.8808333,18.4269444,15659
gromiljak,ba,43.9666667,18.0530556,6457
grude,ba,43.3641667,17.4205556,4627
hadzici,ba,43.8222222,18.2066667,7173
hotonj,ba,43.8947222,18.3727778,4013
ilici,ba,43.3472222,17.7680556,3688
ilijas,ba,43.9508333,18.2708333,5854
izacic,ba,44.875,15.7819444,4089
jablanica,ba,43.6602778,17.7616667,6209
jajce,ba,44.3422222,17.2655556,9762
janja,ba,44.6652778,19.2477778,5543
jelah,ba,44.6541667,17.9580556,5291
jezerski,ba,44.9808333,16.0841667,4361
kacuni,ba,44.065,17.9386111,5042
kakanj,ba,44.1272222,18.1180556,12405
karadaglije,ba,44.5716667,18.0183333,3700
kiseljak,ba,44.4888889,18.5688889,3447
kladanj,ba,44.2263889,18.6913889,6783
kljuc,ba,44.535,16.7722222,7244
knezica,ba,45.1027778,16.6775,4792
kobilja glava,ba,43.8819444,18.3891667,3666
kocerin,ba,43.3897222,17.485,3516
konjic,ba,43.6519444,17.9613889,15950
koran,ba,43.8102778,18.5688889,3394
laktasi,ba,44.9080556,17.3008333,6464
lamovita,ba,44.9255556,16.9072222,4582
lijesnica,ba,44.4941667,18.0741667,3559
listica,ba,43.3833333,17.5927778,9370
livno,ba,43.8269444,17.0077778,11748
ljubinje,ba,42.9508333,18.0886111,4235
ljubuski,ba,43.1969444,17.545,9987
lokvine,ba,44.2047222,17.8563889,3928
lopare,ba,44.6377778,18.8427778,3614
lukavac,ba,44.5419444,18.5258333,12607
lukavica,ba,44.7627778,18.1688889,4084
maglajani,ba,44.9486111,17.3494444,4221
maglaj,ba,44.5491667,18.0966667,7398
mala kladusa,ba,45.1341667,15.8586111,6033
malesici,ba,44.7380556,18.2738889,3764
maricka,ba,44.8588889,16.8522222,3707
maslovare,ba,44.5655556,17.5336111,4899
milici,ba,44.1316667,19.0316667,8210
mionica,ba,44.8672222,18.4630556,8701
modrica,ba,44.9544444,18.3036111,5135
mostar,ba,43.3433333,17.8080556,104517
mostre,ba,44.025,18.1413889,4009
mramor,ba,44.5916667,18.5644444,3918
mrkonjic grad,ba,44.4158333,17.0861111,14737
